sex,day,file.name,trial,trial.recording.duration,trial.recording.start,video.recording.start,elongation
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.j2.MTS,Trial   102,+ 00:00:30.063,03/09/2022 17:47:56.603,03/09/2022 17:47:54.000,65.7585
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.j2.MTS,Trial   103,+ 00:00:30.063,03/09/2022 17:48:26.733,03/09/2022 17:47:54.000,65.9647
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.j2.MTS,Trial   104,+ 00:00:30.063,03/09/2022 17:48:56.863,03/09/2022 17:47:54.000,66.5545
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.j2.MTS,Trial   105,+ 00:00:30.063,03/09/2022 17:49:27.026,03/09/2022 17:47:54.000,65.2685
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.j2.MTS,Trial   106,+ 00:00:30.063,03/09/2022 17:49:57.156,03/09/2022 17:47:54.000,63.2672
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.j2.MTS,Trial   107,+ 00:00:30.063,03/09/2022 17:50:27.287,03/09/2022 17:47:54.000,66.7605
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.j2.MTS,Trial   108,+ 00:00:21.788,03/09/2022 17:50:57.417,03/09/2022 17:47:54.000,66.8965
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.k1.MTS,Trial   109,+ 00:00:03.437,03/09/2022 17:55:00.803,03/09/2022 17:54:58.000,65.5724
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.k2.MTS,Trial   110,+ 00:00:30.063,03/09/2022 18:02:22.436,03/09/2022 18:02:20.000,72.8086
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.k2.MTS,Trial   111,+ 00:00:17.284,03/09/2022 18:02:52.566,03/09/2022 18:02:20.000,67.5884
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.l1.MTS,Trial   112,+ 00:00:30.063,03/09/2022 18:06:16.536,03/09/2022 18:06:14.000,66.9349
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.l1.MTS,Trial   113,+ 00:00:30.063,03/09/2022 18:06:46.699,03/09/2022 18:06:14.000,66.4456
Male,3,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day3.l1.MTS,Trial   114,+ 00:00:10.744,03/09/2022 18:08:14.053,03/09/2022 18:06:14.000,61.3462
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g1.MTS,Trial   188,+ 00:00:30.063,03/10/2022 13:36:44.936,03/10/2022 13:36:42.000,66.6847
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g1.MTS,Trial   189,+ 00:00:30.063,03/10/2022 13:37:15.066,03/10/2022 13:36:42.000,64.1122
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g1.MTS,Trial   190,+ 00:00:30.063,03/10/2022 13:37:45.197,03/10/2022 13:36:42.000,63.0587
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g1.MTS,Trial   191,+ 00:00:30.063,03/10/2022 13:38:15.393,03/10/2022 13:36:42.000,64.7903
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g1.MTS,Trial   192,+ 00:00:30.063,03/10/2022 13:38:45.557,03/10/2022 13:36:42.000,64.632
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g1.MTS,Trial   193,+ 00:00:28.996,03/10/2022 13:39:15.687,03/10/2022 13:36:42.000,64.4341
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g2.MTS,Trial   194,+ 00:00:22.055,03/10/2022 13:42:06.703,03/10/2022 13:42:04.000,64.3207
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g2.MTS,Trial   195,+ 00:00:15.015,03/10/2022 13:43:29.085,03/10/2022 13:42:04.000,69.1373
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g2.MTS,Trial   196,+ 00:00:30.063,03/10/2022 13:43:54.711,03/10/2022 13:42:04.000,65.0819
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g2.MTS,Trial   197,+ 00:00:24.291,03/10/2022 13:44:24.874,03/10/2022 13:42:04.000,60.5447
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g2.MTS,Trial   198,+ 00:00:30.063,03/10/2022 13:45:03.379,03/10/2022 13:42:04.000,65.9563
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g2.MTS,Trial   199,+ 00:00:30.063,03/10/2022 13:45:33.543,03/10/2022 13:42:04.000,63.5051
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.g2.MTS,Trial   200,+ 00:00:25.058,03/10/2022 13:46:03.706,03/10/2022 13:42:04.000,58.2122
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   201,+ 00:00:06.240,03/10/2022 13:52:38.669,03/10/2022 13:52:36.000,60.5819
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   202,+ 00:00:30.063,03/10/2022 13:53:05.563,03/10/2022 13:52:36.000,45.141
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   203,+ 00:00:10.978,03/10/2022 13:53:35.726,03/10/2022 13:52:36.000,45.3381
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   204,+ 00:00:30.063,03/10/2022 13:54:07.592,03/10/2022 13:52:36.000,51.8361
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   205,+ 00:00:30.063,03/10/2022 13:54:37.788,03/10/2022 13:52:36.000,54.1592
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   206,+ 00:00:15.249,03/10/2022 13:55:07.952,03/10/2022 13:52:36.000,48.7352
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   207,+ 00:00:30.063,03/10/2022 13:55:49.126,03/10/2022 13:52:36.000,62.3897
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h1.MTS,Trial   208,+ 00:00:30.063,03/10/2022 13:56:37.341,03/10/2022 13:52:36.000,51.4362
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h2.MTS,Trial   209,+ 00:00:22.556,03/10/2022 13:59:54.436,03/10/2022 13:59:52.000,61.7049
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h2.MTS,Trial   210,+ 00:00:23.590,03/10/2022 14:00:35.076,03/10/2022 13:59:52.000,63.1151
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h2.MTS,Trial   211,+ 00:00:30.063,03/10/2022 14:03:29.918,03/10/2022 13:59:52.000,67.6104
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h2.MTS,Trial   212,+ 00:00:30.063,03/10/2022 14:04:00.048,03/10/2022 13:59:52.000,68.8446
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h2.MTS,Trial   213,+ 00:00:30.063,03/10/2022 14:04:30.178,03/10/2022 13:59:52.000,64.8163
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.h2.MTS,Trial   214,+ 00:00:30.063,03/10/2022 14:05:00.308,03/10/2022 13:59:52.000,65.2313
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i1.MTS,Trial   215,+ 00:00:30.063,03/10/2022 14:06:05.003,03/10/2022 14:06:02.000,59.2701
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i1.MTS,Trial   216,+ 00:00:30.063,03/10/2022 14:06:35.200,03/10/2022 14:06:02.000,59.3839
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i1.MTS,Trial   217,+ 00:00:04.938,03/10/2022 14:07:05.363,03/10/2022 14:06:02.000,51.6533
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i1.MTS,Trial   218,+ 00:00:30.063,03/10/2022 14:08:08.493,03/10/2022 14:06:02.000,65.0771
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i1.MTS,Trial   219,+ 00:00:30.063,03/10/2022 14:08:38.657,03/10/2022 14:06:02.000,64.8332
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i1.MTS,Trial   220,+ 00:00:30.063,03/10/2022 14:09:08.854,03/10/2022 14:06:02.000,60.233
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i1.MTS,Trial   221,+ 00:00:26.727,03/10/2022 14:09:39.017,03/10/2022 14:06:02.000,43.6287
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i2.MTS,Trial   222,+ 00:00:30.063,03/10/2022 14:14:22.703,03/10/2022 14:14:20.000,61.4223
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i2.MTS,Trial   223,+ 00:00:30.063,03/10/2022 14:14:52.833,03/10/2022 14:14:20.000,69.6139
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i2.MTS,Trial   224,+ 00:00:30.063,03/10/2022 14:15:22.996,03/10/2022 14:14:20.000,69.234
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i2.MTS,Trial   225,+ 00:00:30.063,03/10/2022 14:15:53.126,03/10/2022 14:14:20.000,64.1009
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i2.MTS,Trial   226,+ 00:00:30.063,03/10/2022 14:16:23.290,03/10/2022 14:14:20.000,67.8023
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.i2.MTS,Trial   227,+ 00:00:30.063,03/10/2022 14:16:53.453,03/10/2022 14:14:20.000,69.8618
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j1.MTS,Trial   228,+ 00:00:05.739,03/10/2022 14:29:28.503,03/10/2022 14:29:26.000,68.8772
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j1.MTS,Trial   229,+ 00:00:30.063,03/10/2022 14:34:32.907,03/10/2022 14:29:26.000,69.256
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j1.MTS,Trial   230,+ 00:00:30.063,03/10/2022 14:35:06.674,03/10/2022 14:29:26.000,65.8124
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j1.MTS,Trial   231,+ 00:00:22.823,03/10/2022 14:35:36.804,03/10/2022 14:29:26.000,68.5165
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j1.MTS,Trial   232,+ 00:00:30.063,03/10/2022 14:36:25.520,03/10/2022 14:29:26.000,70.7706
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j2.MTS,Trial   233,+ 00:00:07.441,03/10/2022 14:35:46.369,03/10/2022 14:35:44.000,64.5817
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j2.MTS,Trial   234,+ 00:00:26.093,03/10/2022 14:36:09.626,03/10/2022 14:35:44.000,65.8403
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j2.MTS,Trial   235,+ 00:00:22.556,03/10/2022 14:36:57.073,03/10/2022 14:35:44.000,67.0134
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j2.MTS,Trial   236,+ 00:00:30.063,03/10/2022 14:37:37.881,03/10/2022 14:35:44.000,66.6789
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j2.MTS,Trial   237,+ 00:00:30.063,03/10/2022 14:38:08.044,03/10/2022 14:35:44.000,61.5107
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j2.MTS,Trial   238,+ 00:00:26.260,03/10/2022 14:38:38.274,03/10/2022 14:35:44.000,56.0815
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.j2.MTS,Trial   239,+ 00:00:30.063,03/10/2022 14:39:11.441,03/10/2022 14:35:44.000,70.4101
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k1.MTS,Trial   240,+ 00:00:30.063,03/10/2022 14:42:28.302,03/10/2022 14:42:26.000,64.633
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k1.MTS,Trial   241,+ 00:00:19.586,03/10/2022 14:43:23.157,03/10/2022 14:42:26.000,66.3453
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k1.MTS,Trial   242,+ 00:00:30.063,03/10/2022 14:44:26.854,03/10/2022 14:42:26.000,70.1767
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k1.MTS,Trial   243,+ 00:00:30.063,03/10/2022 14:44:56.984,03/10/2022 14:42:26.000,70.3531
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k1.MTS,Trial   244,+ 00:00:30.063,03/10/2022 14:45:27.114,03/10/2022 14:42:26.000,70.5257
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k1.MTS,Trial   245,+ 00:00:30.063,03/10/2022 14:45:57.245,03/10/2022 14:42:26.000,71.7504
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k2.MTS,Trial   246,+ 00:00:27.528,03/10/2022 14:52:01.003,03/10/2022 14:51:58.000,70.4857
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k2.MTS,Trial   247,+ 00:00:30.063,03/10/2022 14:53:28.691,03/10/2022 14:51:58.000,67.7021
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k2.MTS,Trial   248,+ 00:00:30.063,03/10/2022 14:53:58.854,03/10/2022 14:51:58.000,69.5635
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k2.MTS,Trial   249,+ 00:00:13.981,03/10/2022 14:54:29.018,03/10/2022 14:51:58.000,67.7969
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k2.MTS,Trial   250,+ 00:00:30.063,03/10/2022 14:55:10.426,03/10/2022 14:51:58.000,71.2746
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.k2.MTS,Trial   251,+ 00:00:30.063,03/10/2022 14:55:40.556,03/10/2022 14:51:58.000,70.859
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l1.MTS,Trial   252,+ 00:00:13.013,03/10/2022 15:02:06.569,03/10/2022 15:02:04.000,67.1446
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l1.MTS,Trial   253,+ 00:00:30.063,03/10/2022 15:02:49.212,03/10/2022 15:02:04.000,68.8289
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l1.MTS,Trial   254,+ 00:00:16.750,03/10/2022 15:03:19.375,03/10/2022 15:02:04.000,54.5894
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l1.MTS,Trial   255,+ 00:00:30.063,03/10/2022 15:05:08.284,03/10/2022 15:02:04.000,72.5162
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l1.MTS,Trial   256,+ 00:00:30.063,03/10/2022 15:05:38.448,03/10/2022 15:02:04.000,72.629
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l1.MTS,Trial   257,+ 00:00:30.063,03/10/2022 15:06:08.611,03/10/2022 15:02:04.000,71.4303
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l1.MTS,Trial   258,+ 00:00:30.063,03/10/2022 15:06:38.741,03/10/2022 15:02:04.000,71.5281
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l2.MTS,Trial   259,+ 00:00:04.972,03/10/2022 15:12:18.302,03/10/2022 15:12:16.000,59.669
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l2.MTS,Trial   260,+ 00:00:14.515,03/10/2022 15:13:59.203,03/10/2022 15:12:16.000,67.8859
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l2.MTS,Trial   261,+ 00:00:23.824,03/10/2022 15:14:27.798,03/10/2022 15:12:16.000,66.9409
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l2.MTS,Trial   262,+ 00:00:19.052,03/10/2022 15:15:11.776,03/10/2022 15:12:16.000,66.1266
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l2.MTS,Trial   263,+ 00:00:30.063,03/10/2022 15:15:41.205,03/10/2022 15:12:16.000,68.2179
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l2.MTS,Trial   264,+ 00:00:29.596,03/10/2022 15:16:11.369,03/10/2022 15:12:16.000,64.5867
Male,4,D:\Rubber Tail Illusion\MATLAB\HABITUATION.VIDEOS\phase1.day4.l2.MTS,Trial   265,+ 00:00:30.063,03/10/2022 15:16:51.375,03/10/2022 15:12:16.000,70.3561
